5.587924, -0.156778
5.587924, -0.156778
5.549871, -0.264846
5.536016, -0.232821
5.536016, -0.232821
5.587924, -0.156778
5.551715, -0.210632
5.571597, -0.146852
5.553290, -0.200616
5.553290, -0.200616
5.585181, -0.208117
5.563096, -0.227476
5.660599, -0.237537
5.587924, -0.156778
5.602047, -0.173352
5.599573, -0.176317
5.576185, -0.223478
5.667749, -0.196708
5.628806, -0.177485
5.645850, -0.000921
5.897267, 0.522573
5.705697, -0.148110
5.641802, -0.152332
5.652055, -0.179551
5.768771, 0.083746
5.644501, -0.000112
5.597234, -0.084194
5.652055, -0.179551
5.597234, -0.084194
5.632449, -0.138947
5.977966, -0.088686
5.647828, -0.132838
5.647828, -0.132838
5.652055, -0.179551
5.652055, -0.179551
5.705697, -0.148110
5.097822, -1.342195
5.115164, -1.279538
5.104984, -1.241584
5.104984, -1.241584
5.104984, -1.241584
5.536061, -0.700798
5.115164, -1.279538
5.268866, -1.017499
5.339456, -0.622914
5.339456, -0.622914
5.339456, -0.622914
4.934010, -1.710325
4.934010, -1.710325
5.304433, -1.991677
6.610584, 0.471234
7.151508, 0.474378
5.920768, 0.992077
5.920768, 0.992077
5.920768, 0.992077
5.922970, -0.988798
6.222069, -0.365367
6.552446, -0.767902
6.164890, -0.556439
6.093199, -0.258557
6.093199, -0.258557
6.093199, -0.258557
6.222069, -0.365367
6.687602, -1.623772
6.687602, -1.623772
6.697579, -1.632486
6.683198, -1.575667
6.689715, -1.616226
6.697579, -1.632486
6.683198, -1.575667
6.215197, -2.479373
6.215197, -2.479373
6.697579, -1.632486
7.057691, -1.399912
7.450785, -2.584116
7.333735, -2.324278
7.333150, -2.321089
10.893215, -1.088151
9.404397, -0.848885
9.397435, -0.828044
9.407002, -0.841968
9.407002, -0.841968
9.404397, -0.848885
10.062274, -2.502234
10.062274, -2.502234
